,user_id,merchant_id,age_range,gender,item_id,cat_id,brand_id,action_type,label
2401084,245036,2422,2,1,15,0,8,0,1
460669,305284,3016,8,0,15,5,9,0,0
2218997,93636,3828,3,0,5,3,3,0,1
1643225,361854,3828,2,0,13,7,3,0,1
2431395,168266,2403,4,0,0,2,13,0,1
767842,102964,2928,3,1,7,5,10,0,0
1372328,290695,1713,4,0,17,4,14,0,1
1992155,110468,4009,0,0,2,0,18,0,1
1461871,408395,4267,4,1,10,0,14,0,1
2058104,351913,3828,3,0,10,1,3,0,1
1300136,153182,402,0,0,15,0,5,2,0
1097540,385772,236,3,0,9,9,6,3,0
211718,339192,141,6,0,4,8,8,3,0
113608,83136,1816,6,1,13,6,5,0,0
365598,150861,3839,0,0,8,7,12,0,0
2213995,337857,1999,5,2,8,5,15,0,1
1288877,391256,1487,6,0,4,6,15,0,0
996445,322229,2242,5,0,19,1,11,2,0
1935325,10587,3958,4,0,14,7,10,0,1
1151818,231947,4044,3,0,15,6,0,0,0
988794,125105,643,5,0,7,8,1,0,0
1903106,347476,2545,5,1,16,8,5,0,1
51817,324765,1911,0,0,7,8,4,0,0
1948972,235368,4043,6,0,8,3,17,0,1
670884,112381,1102,3,0,6,6,2,2,0
894276,269179,2569,6,0,18,2,0,0,0
1349425,274298,3230,2,1,11,4,9,2,0
536111,385711,320,3,0,13,2,16,0,0
610161,172762,3356,4,0,2,6,14,0,0
790335,344896,2173,3,1,10,0,5,0,0
799942,241990,4282,2,1,13,7,18,0,0
207415,130038,1861,3,0,3,8,10,2,0
1058311,213974,4044,3,1,14,9,0,0,0
2210870,246146,1356,4,0,7,0,19,1,1
565589,251584,1556,2,0,12,3,14,0,0
2384071,2436,4173,3,0,13,6,13,0,1
1924147,421395,860,5,0,9,7,15,0,1
80564,8877,1340,0,0,16,6,4,0,0
2446822,94207,1102,4,0,6,7,2,1,1
2362971,356992,2981,4,0,15,7,19,0,1
1087340,108263,3828,0,0,15,6,3,0,0
1194026,213794,598,3,1,14,1,19,0,0
2318955,225570,3173,6,0,18,7,11,0,1
963216,240035,3635,3,1,3,2,19,0,0
613051,81115,793,4,0,18,4,8,3,0
2205319,421489,3853,0,0,14,5,16,0,1
165438,103134,141,4,0,14,9,8,0,0
1384490,114627,4044,3,0,0,1,0,0,1
816271,126031,2217,3,1,7,3,7,0,0
320663,270900,652,4,0,9,0,14,0,0
1582706,382852,3097,2,0,3,4,11,0,1
2227388,177762,1393,5,0,9,2,11,0,1
1752897,280625,474,4,1,5,1,4,0,1
466652,319879,2569,3,0,3,2,0,3,0
576027,112582,66,3,1,12,5,6,2,1
2362227,294178,586,4,2,2,2,13,0,1
1433596,224539,1695,5,0,10,3,3,2,1
430183,83826,4818,2,1,7,9,18,0,0
216326,242427,1102,4,0,15,6,2,0,0
774589,18487,1884,5,1,4,7,16,0,0
20892,98187,1102,3,0,14,7,2,0,1
2040295,330511,4173,3,0,0,3,13,0,1
493755,144022,2138,0,0,17,2,0,2,0
1067432,292571,3990,7,0,8,1,13,0,0
563999,125887,2869,3,0,3,5,16,0,0
1243478,71486,742,0,0,10,3,2,0,0
1717091,395640,3760,4,1,11,1,8,0,1
1576762,283389,2954,5,2,7,5,4,0,1
185337,38634,310,3,1,2,0,19,2,0
1731733,114849,3593,4,1,15,0,1,0,1
289112,81186,4044,2,0,10,3,0,0,0
2371667,197839,3394,4,0,14,3,9,1,1
382404,114519,4282,3,1,10,0,18,0,0
793638,137794,1916,5,0,13,0,10,0,0
763014,123697,1679,6,0,2,1,18,0,0
114385,186561,2569,6,0,17,2,0,0,0
674085,112639,1884,3,0,16,1,16,2,0
1793954,139644,1393,2,0,1,8,11,1,1
277900,319260,2537,0,0,12,8,14,0,0
269354,79383,2723,3,0,0,2,4,0,0
404398,214371,2173,4,0,11,0,11,0,0
1683100,202796,798,4,0,18,5,0,2,1
2033435,340332,66,0,0,10,5,6,1,1
4875,13698,2711,3,0,9,8,4,0,0
1506902,222503,3828,0,0,8,6,3,1,1
331737,287802,4143,4,0,6,1,11,0,0
389323,242523,4818,4,0,7,8,18,0,1
1450069,346659,1102,3,0,0,7,2,0,1
314734,111153,141,0,0,1,4,8,0,0
641187,24811,2592,4,1,10,0,7,0,0
1138089,240131,4504,5,0,19,6,15,0,0
1916125,300740,3835,6,1,2,7,12,0,1
188805,45036,3854,4,0,8,0,17,0,0
1815994,38798,1965,3,0,8,4,12,1,1
2398604,110858,3432,0,0,0,5,12,0,1
1742928,278427,3925,4,0,9,8,5,0,1
190397,28140,4129,2,0,12,2,13,0,0
1256155,367430,598,3,1,1,2,19,0,0
502172,272539,278,0,0,18,6,6,3,0
2043857,363952,4775,0,0,14,3,9,0,1
43164,249240,373,4,1,5,3,11,0,0
2233308,155019,3161,6,0,18,6,2,0,1
2439465,400276,2173,4,0,8,0,11,3,1
142988,409041,4143,0,0,3,9,11,0,0
2116497,245659,3828,4,0,15,3,3,0,1
737131,179746,860,0,0,1,8,15,3,0
1037602,129227,1126,4,0,16,1,12,0,0
134497,358092,4173,6,0,3,9,13,0,0
2311768,67375,1892,0,0,8,4,15,0,1
614938,349660,372,6,0,8,5,18,0,0
298645,183336,4718,5,0,15,1,17,2,1
2303067,340521,4480,4,0,14,0,4,0,1
1014468,103103,643,3,2,6,8,1,2,0
784994,261949,4385,0,0,12,6,7,0,0
1367926,395931,4173,6,0,0,4,13,0,1
192623,300270,3828,2,0,4,8,3,0,0
1456697,306619,4775,0,0,12,3,9,1,1
1151932,171275,2413,0,0,0,2,17,0,0
2258083,278374,4966,3,0,10,4,8,0,1
1982276,235237,1102,5,0,11,0,2,0,1
2170924,211315,598,2,1,13,1,19,0,1
661302,154615,1968,0,0,9,2,17,0,0
68814,293286,790,3,0,9,4,0,2,0
716476,16150,4986,3,1,19,4,2,2,0
893909,385147,1499,0,0,18,2,16,0,0
2265096,19096,1102,0,0,3,6,2,0,1
1303335,403040,3734,2,1,13,9,5,2,0
1759669,7700,1618,3,0,6,0,19,0,1
23157,174477,436,0,0,11,9,15,0,0
210187,285687,3734,3,0,6,7,2,0,0
935826,181139,1028,4,1,17,4,10,2,0
1318775,327017,121,4,0,4,5,5,2,0
1827081,217355,4173,3,0,17,8,13,0,1
1839687,349814,798,2,0,16,8,0,0,1
1372090,79439,4256,4,0,11,0,2,0,1
1841989,149999,4483,3,1,13,0,4,2,1
599597,20947,1679,3,1,9,6,18,0,0
516098,282019,1833,2,0,12,8,4,0,0
1161668,323600,2108,4,0,17,5,4,0,0
2075122,94616,1892,0,0,15,6,15,0,1
1863014,231552,3828,5,0,10,8,3,0,1
647567,66799,1833,3,1,5,8,4,0,0
1530322,96422,4465,4,0,4,0,1,0,1
1789684,99783,3609,6,0,16,0,16,0,1
1365140,87747,4173,4,0,15,3,13,0,1
394410,243294,1520,3,0,4,0,1,0,0
1398849,93006,3828,4,0,7,6,3,1,1
2451447,418341,1393,4,0,16,2,11,0,1
1587098,385297,3828,0,0,17,2,3,0,1
2105788,308098,1864,3,0,3,7,10,0,1
2430071,386683,2752,3,2,12,7,6,0,1
1194448,35363,2312,3,0,2,3,7,0,0
939520,187541,4090,0,0,0,4,16,0,0
693882,390922,1485,2,0,7,2,17,0,0
396065,368991,191,2,0,18,9,4,0,0
1332670,422768,3990,4,0,2,6,13,2,0
791731,66625,2821,3,0,16,5,15,0,0
1238021,397883,1102,6,0,15,7,2,0,1
2337323,316814,3734,0,1,8,5,5,1,1
2248985,312313,2664,5,2,7,7,19,0,1
1488345,349371,141,2,0,14,4,8,0,1
1454863,14282,3828,3,0,7,3,3,2,1
817369,97615,4049,4,1,14,9,12,2,0
2322337,359545,1102,2,0,15,1,2,0,1
1503702,294873,241,1,0,3,4,6,2,1
542455,364723,3562,2,0,12,4,12,0,0
2076426,307837,1835,3,1,16,3,3,0,1
1241753,140861,3608,6,1,7,0,17,2,0
2306565,31962,4504,6,0,9,6,15,0,1
1619206,419473,4044,0,0,3,1,0,1,1
791260,177217,4173,6,1,11,2,13,0,0
1584466,268872,1920,2,0,1,5,3,0,1
710187,254227,598,3,1,0,2,16,2,1
1932929,151856,3452,6,0,8,5,19,0,1
513696,189346,2954,0,0,16,0,4,2,0
683210,117508,798,2,0,7,5,0,3,0
1263054,42314,3463,0,0,2,6,4,0,0
1916196,265349,2579,4,0,17,1,7,0,1
376614,161619,4976,2,0,10,1,14,0,0
1061485,333272,4371,4,0,7,7,5,2,1
957199,274079,2928,3,1,7,5,10,0,0
447930,311421,4966,3,1,3,5,8,0,0
2064281,238504,4277,2,1,11,5,14,1,1
2123501,167166,2451,1,1,7,2,16,0,1
798153,44101,2318,3,1,16,6,17,0,0
528150,208810,4414,5,2,1,4,15,0,0
331555,19770,2339,0,0,7,6,5,2,0
624763,329698,1062,4,0,14,8,12,0,0
1926074,39819,4950,3,0,3,5,7,0,1
1802333,274389,2138,3,0,13,3,0,1,1
573084,275908,2124,4,0,0,4,18,0,0
1325883,176237,1102,4,0,13,9,2,3,1
786807,4414,1827,7,0,11,2,0,0,0
1446116,318581,4444,4,0,13,7,1,0,1
2270834,67190,41,0,0,3,7,12,1,1
288888,339234,3349,6,0,7,3,7,0,0
364897,62541,1393,2,0,5,4,11,0,1
1099235,171245,1062,5,0,2,0,12,0,0
2231687,367034,4099,5,0,6,3,15,1,1
1436078,268283,4044,4,0,16,3,0,0,1
699369,4621,2284,0,1,11,6,14,2,1
171331,199905,798,2,0,19,5,0,2,0
1275014,215888,3990,0,0,8,1,13,0,0
158201,101850,3828,0,1,4,4,3,0,0
148178,393684,4173,4,0,5,6,13,2,1
912492,147845,4044,2,0,15,6,0,0,0
179109,316902,3839,4,1,4,7,12,2,0
966840,303269,4049,3,0,5,2,12,3,0
1581340,252251,4044,3,0,5,1,0,3,1
499224,169114,3828,4,0,10,3,3,0,0
1210778,126764,4480,4,2,18,7,4,0,0
9617,251781,4976,5,0,6,6,14,0,1
1916662,9519,1272,0,0,4,3,8,0,1
206065,399861,3016,3,1,12,5,9,0,0
1081140,272099,3990,6,0,3,3,13,0,1
1539050,178564,2928,0,0,16,5,10,1,1
601948,313813,3623,3,0,17,5,5,2,0
1877936,306418,2424,3,0,1,6,6,0,1
1248060,312641,1500,3,2,18,6,17,2,1
326248,17463,3205,6,0,13,6,5,3,0
891280,159865,1972,4,0,1,5,8,2,0
1654841,119113,630,3,0,7,9,4,0,1
1180614,177179,3018,4,0,12,0,11,0,0
1908097,388427,2700,3,0,12,0,13,0,1
1729965,57521,1102,2,0,11,6,2,0,1
574322,121285,1585,4,0,0,6,9,0,1
161039,146139,1102,3,0,0,6,2,3,0
1504263,252261,3016,2,0,13,2,9,0,1
1216393,4655,1022,2,0,8,5,11,2,1
1769024,333272,4371,4,0,10,7,3,1,1
544879,190900,3159,5,0,0,0,18,2,0
806187,17737,2545,3,0,5,5,5,0,0
770237,249397,3411,4,1,9,7,0,0,0
813387,282445,4585,4,1,0,0,19,0,0
2018027,267499,361,4,0,10,4,13,0,1
1644109,206533,3828,3,0,18,7,3,0,1
1093106,35306,1102,4,1,2,6,2,0,0
383935,237144,3809,0,1,7,2,0,0,0
1434962,414108,931,7,0,6,1,10,0,1
2050046,166537,3623,3,0,4,5,5,2,1
846614,122464,2136,3,0,15,8,11,0,0
1880030,74209,3828,6,0,12,3,3,0,1
1568551,171923,4479,3,0,2,4,7,0,1
1107140,261617,4173,4,1,4,6,13,0,0
2047398,409124,1039,4,1,17,2,4,0,1
1676665,200950,842,3,0,8,3,5,0,1
2270630,150030,141,2,0,11,1,8,0,1
1064087,43994,4043,3,0,1,9,17,2,0
1673419,104670,707,2,0,3,1,11,1,1
939734,65429,1102,3,0,7,2,2,0,0
567821,143041,594,6,0,11,5,15,2,0
269282,337431,3915,5,1,4,2,9,0,0
222687,78846,4693,0,0,14,7,11,3,0
2668,196737,437,4,0,8,8,18,0,0
2421699,62649,4173,3,0,3,2,13,0,1
1452041,413851,2700,6,0,7,0,13,0,1
584668,109003,1318,4,1,19,5,12,3,0
57615,256416,2359,3,0,4,0,1,0,0
764642,255538,3080,6,0,7,2,12,3,0
1819393,220429,3392,0,0,6,3,6,1,1
1200363,192038,2664,5,0,11,2,19,0,0
2250913,130524,474,4,1,14,5,4,1,1
2243062,126699,1447,3,0,3,5,0,1,1
2217095,91921,4605,6,0,5,2,18,2,1
2007397,80222,4643,4,2,15,1,9,0,1
51419,179613,4173,0,0,12,6,13,0,0
1777753,336843,1393,3,0,3,3,11,0,1
663213,27640,1892,4,0,19,5,15,0,0
2076892,70088,4282,4,0,1,5,18,1,1
1799448,217488,437,5,0,15,3,18,0,1
1794268,268384,4044,3,0,9,3,0,0,1
2299097,247457,121,4,0,2,5,5,0,1
279221,367389,3014,0,0,15,3,1,0,0
1692043,301076,191,3,0,16,4,4,0,1
1403115,312337,2639,0,0,11,4,16,0,1
2136798,418011,3728,3,0,17,5,3,1,1
2282255,280892,1892,4,0,10,2,15,0,1
1531430,2861,2639,6,0,17,4,16,0,1
1298488,416093,141,3,0,13,9,8,2,0
383077,402519,4044,3,0,6,3,0,3,0
762217,152368,1060,2,0,15,2,13,0,0
1341140,290933,3968,2,0,8,5,14,2,0
1806425,193275,3859,2,0,12,3,2,0,1
1315086,190823,2161,6,1,8,8,17,0,0
38397,23445,1393,3,0,10,9,11,3,0
537085,25519,1102,4,0,15,6,2,0,0
1877835,101126,2082,5,0,12,2,0,0,1
298331,41256,2928,4,0,13,5,10,0,0
1358313,357503,4173,3,0,3,1,13,0,0
1935389,368701,598,3,1,8,1,19,0,1
2208236,319476,1810,4,2,10,9,16,0,1
757202,346669,141,0,0,8,3,8,0,0
1241315,123965,2928,3,0,15,5,10,0,0
2127601,171747,1094,2,1,6,0,15,0,1
1445599,315720,4933,5,0,19,0,6,1,1
947622,290201,2409,0,0,19,4,10,0,0
2171376,110855,3828,4,0,14,2,3,0,1
2232442,286346,4394,0,0,3,8,2,2,1
929773,345743,416,5,0,6,8,9,0,1
970334,321191,1910,2,0,19,4,1,0,0
3481,153729,4221,0,0,5,7,8,2,0
2354295,133533,4044,3,0,4,5,0,0,1
527516,251050,1102,0,0,8,3,2,0,0
934400,320402,3432,3,1,1,1,12,2,0
2374149,338735,3828,0,0,7,6,3,0,1
2057753,58486,145,3,0,16,3,8,0,1
1516475,274354,4173,4,0,3,6,13,0,1
107574,47805,13,6,0,1,8,15,2,0
824148,74323,4044,3,0,17,3,0,3,1
1939073,39229,1203,0,0,2,5,6,1,1
1766230,357113,931,3,0,6,6,10,0,1
2312942,83346,4044,2,0,16,4,0,0,1
1296134,203612,1557,3,0,2,9,2,0,0
1534706,297092,1102,5,0,1,2,2,0,1
1593628,167004,4847,3,0,3,4,10,0,1
1383819,409370,3319,3,0,8,5,19,0,1
29099,343440,4949,0,0,13,6,1,0,0
2381854,311347,2709,0,0,17,5,10,0,1
678597,393217,4976,2,0,19,3,14,2,0
392409,40797,1618,3,0,9,5,19,0,0
2093058,305487,1453,6,0,14,5,3,0,1
48316,395931,4173,6,0,7,0,13,0,1
1709879,39808,1272,0,0,18,4,8,0,1
1292238,371546,2318,5,0,0,0,17,0,1
839014,111196,760,0,1,8,9,2,2,0
681082,94210,1393,3,0,18,3,11,3,0
1952674,95403,4330,3,0,0,6,0,0,1
646605,293614,1250,4,0,14,2,14,0,0
1868173,276594,598,3,1,0,1,19,0,1
263475,72468,2954,5,0,12,2,4,0,0
1742535,227925,4282,3,0,0,5,18,0,1
2101870,199570,4850,0,0,16,3,18,0,1
1671012,409370,3319,3,0,1,5,13,0,1
2181218,87629,3828,5,0,8,4,3,2,1
1328510,268910,803,6,1,15,3,5,2,0
1950488,97302,2014,3,0,1,8,18,0,1
1463939,420353,4818,3,1,0,6,18,0,1
2329775,238435,1892,3,2,12,5,15,0,1
568039,149953,2915,5,0,9,0,6,2,0
2382578,123772,1393,4,0,7,1,11,0,1
912705,155525,1102,8,0,13,6,2,0,1
1902262,367419,2460,1,0,8,4,15,0,1
233697,282372,2273,0,0,3,8,5,3,0
1340303,184181,1213,0,0,16,3,15,0,0
774941,92983,293,3,0,9,3,18,0,0
816428,195919,3578,2,0,16,3,7,2,0
2120384,256364,4079,2,0,0,7,5,1,1
1461540,363964,1916,5,0,2,5,10,0,1
2057130,356643,3828,0,0,17,4,3,0,1
727911,31516,4577,4,0,18,9,6,0,0
1728627,345376,2105,3,0,16,4,4,2,1
518069,359332,2928,4,2,14,5,10,0,0
339905,134463,4836,2,1,10,4,6,0,0
1580177,31346,4282,7,0,9,1,18,0,1
566540,21952,1487,4,0,0,6,15,0,0
966526,96164,437,0,0,18,3,1,0,0
2120807,268549,1102,2,0,0,6,2,0,1
844732,391519,1102,3,0,6,3,2,3,0
2215338,138004,2403,4,0,4,7,19,0,1
426493,81264,2721,4,0,13,5,9,0,0
264047,98325,1963,5,1,1,5,14,0,0
706790,402961,4145,3,0,9,9,5,3,0
868265,27244,2883,4,0,3,3,10,0,0
2001262,144355,1393,4,0,3,3,11,0,1
1941900,216245,4818,3,1,18,8,18,0,1
2220272,215640,2649,0,0,13,5,7,2,1
283349,330783,2594,4,0,13,6,15,0,0
1987965,7292,4976,0,0,0,4,14,2,1
2085492,189115,598,2,1,4,6,19,3,1
1431417,218515,4444,4,0,4,7,1,2,1
1030164,117191,474,0,0,11,1,14,2,0
1619841,172496,4850,6,0,3,7,18,0,1
1348926,187514,2217,4,1,16,3,7,3,0
368602,205647,67,5,1,17,4,17,0,0
1403208,19314,326,4,1,2,5,9,0,1
798468,256837,423,4,0,9,4,7,0,0
2104322,807,773,4,0,3,3,14,0,1
2220150,85488,2047,5,0,4,2,4,0,1
2014862,166363,786,2,0,5,5,12,0,1
1289556,216152,2403,3,0,3,2,19,0,0
1821759,314399,3828,5,0,5,8,3,0,1
107186,100029,2403,5,0,1,7,10,2,0
589892,367822,4394,6,0,10,8,2,0,0
1390794,378147,3432,7,0,8,6,12,0,1
1859876,235748,2569,4,0,2,4,0,3,1
127438,350664,946,6,0,0,1,8,2,0
253572,241167,4173,3,0,3,0,13,0,0
1441150,221823,897,4,2,13,2,0,3,1
1263331,381002,2273,4,2,3,8,5,2,0
1340122,309365,1963,3,0,13,5,14,0,0
1716837,292517,1914,4,0,0,7,10,0,1
1205570,136745,1618,6,0,5,1,19,0,0
575157,214981,2031,2,1,4,5,6,0,0
280822,110622,2173,4,0,6,0,5,0,0
1731099,351144,3366,4,1,12,2,6,0,1
1414698,54574,3925,0,0,5,1,5,3,1
2403835,95934,4770,1,0,11,3,7,0,1
442841,324474,1203,4,1,1,2,6,0,0
1879440,67490,1252,0,0,9,2,18,1,1
224676,82431,3005,5,0,0,6,15,0,0
1096154,278507,3623,0,0,15,8,5,0,0
1736647,182366,4143,6,0,14,3,11,0,1
5998,116355,1892,5,0,9,0,15,0,0
684181,155908,4256,4,0,11,5,2,2,0
92332,398004,960,2,1,16,4,3,0,0
395138,74334,2721,2,0,2,6,9,0,0
428459,153201,3085,4,1,0,0,5,0,0
2236654,43541,606,3,0,17,9,0,0,1
35657,332436,3578,5,1,12,3,7,0,0
