order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
922138,88780,prior,10,0,21,10.0
1831202,88780,prior,11,3,13,10.0
640176,88780,prior,12,1,13,12.0
1147814,88780,prior,13,1,8,14.0
210782,88780,prior,14,3,9,9.0
1409192,88780,prior,15,3,8,7.0
496333,88780,prior,16,5,7,9.0
363747,88780,prior,17,2,10,18.0
664886,88780,prior,18,5,8,10.0
40438,88780,prior,19,5,9,0.0
579914,88780,prior,20,3,10,12.0
511417,88780,prior,21,3,10,14.0
611000,88780,prior,22,3,7,7.0
1142107,88780,prior,23,3,15,7.0
2206614,88780,prior,24,4,16,8.0
183621,88780,prior,25,1,12,11.0
2439765,88780,prior,26,2,9,1.0
3125349,88780,prior,27,4,13,9.0
131684,88780,prior,28,5,10,1.0
2806875,88780,prior,29,2,8,11.0
1697734,88780,prior,30,1,10,6.0
3312104,88780,prior,31,3,9,2.0
34161,88780,prior,32,0,22,11.0
2571061,88780,prior,33,3,8,10.0
377576,88780,prior,34,4,13,8.0
1720440,88780,prior,35,4,14,0.0
1522563,88780,train,36,1,12,30.0
401288,88791,prior,1,4,11,
2453052,88791,prior,2,6,17,2.0
137584,88791,prior,3,1,17,9.0
1272863,88791,test,4,2,11,8.0
740247,88820,prior,1,0,16,
191996,88820,prior,2,0,9,14.0
1773282,88820,prior,3,5,11,19.0
2117027,88820,prior,4,5,14,14.0
369147,88820,prior,5,1,11,17.0
1854402,88820,prior,6,0,9,6.0
3302600,88820,prior,7,0,12,28.0
1306744,88820,prior,8,0,17,7.0
724831,88820,prior,9,6,14,6.0
2338667,88820,prior,10,5,13,20.0
1439656,88820,test,11,6,18,30.0
667183,89438,prior,1,5,21,
2451491,89438,prior,2,3,21,5.0
484388,89438,prior,3,0,23,30.0
1262667,89438,prior,4,6,19,13.0
295843,89438,prior,5,0,22,30.0
91266,89438,prior,6,6,8,6.0
2738700,89438,prior,7,4,22,5.0
2352964,89438,prior,8,5,19,1.0
555057,89438,prior,9,5,8,21.0
2878947,89438,prior,10,0,13,16.0
1127493,89438,prior,11,4,7,11.0
2937569,89438,prior,12,4,21,14.0
3411006,89438,prior,13,6,14,30.0
2089859,89438,prior,14,6,20,14.0
3403410,89438,test,15,5,18,13.0
1035931,89577,prior,1,0,17,
1293352,89577,prior,2,5,17,5.0
1684635,89577,prior,3,2,12,18.0
3006379,89577,prior,4,1,8,6.0
442986,89577,prior,5,5,16,4.0
794348,89577,prior,6,2,13,11.0
2808744,89577,prior,7,2,14,7.0
2005510,89577,prior,8,3,13,22.0
2927544,89577,prior,9,2,15,27.0
488264,89577,prior,10,0,13,19.0
2895617,89577,prior,11,5,10,5.0
1126741,89577,prior,12,4,13,30.0
889131,89577,prior,13,3,12,30.0
2428833,89577,train,14,2,9,30.0
1952439,89640,prior,1,5,16,
492140,89640,prior,2,0,13,2.0
1062953,89640,prior,3,3,22,3.0
2259952,89640,prior,4,2,11,6.0
3391424,89640,prior,5,0,20,5.0
507153,89640,prior,6,4,15,11.0
556551,89640,prior,7,4,22,7.0
190556,89640,prior,8,4,8,7.0
1865332,89640,prior,9,1,10,4.0
1741118,89640,prior,10,3,13,2.0
360248,89640,prior,11,1,13,5.0
3115042,89640,prior,12,6,12,5.0
1699168,89640,prior,13,1,9,9.0
549618,89640,prior,14,2,18,8.0
2011845,89640,train,15,0,14,30.0
2803708,89703,prior,1,4,8,
1220468,89703,prior,2,2,8,12.0
821917,89703,prior,3,3,8,15.0
2743524,89703,prior,4,5,11,2.0
2015450,89703,prior,5,4,13,13.0
2414453,89703,prior,6,4,9,14.0
1066921,89703,prior,7,3,11,30.0
1745066,89703,prior,8,4,8,15.0
2898237,89703,prior,9,2,16,19.0
352534,89703,prior,10,3,11,1.0
3228845,89703,prior,11,3,16,21.0
2475404,89703,prior,12,1,13,30.0
1455723,89703,prior,13,1,13,0.0
2196952,89703,prior,14,4,17,17.0
1503540,89703,prior,15,2,13,5.0
1073584,89703,prior,16,2,11,7.0
3318366,89703,prior,17,0,14,5.0
2689905,89703,prior,18,4,13,11.0
1580742,89703,prior,19,3,16,6.0
3399279,89703,prior,20,2,15,6.0
1111827,89703,prior,21,2,16,0.0
3238111,89703,prior,22,3,13,1.0
405250,89703,prior,23,3,5,7.0
2198117,89703,prior,24,4,11,1.0
313063,89703,prior,25,1,13,11.0
2929584,89703,test,26,2,12,8.0
2328909,89977,prior,1,0,19,
541054,89977,prior,2,6,8,27.0
1280466,89977,prior,3,1,23,16.0
197229,89977,prior,4,3,23,30.0
2452167,89977,prior,5,4,13,30.0
2480563,89977,prior,6,4,18,0.0
2973274,89977,prior,7,3,16,6.0
2548108,89977,prior,8,0,9,4.0
2598090,89977,prior,9,0,7,7.0
1533220,89977,prior,10,6,11,13.0
2100448,89977,prior,11,6,9,7.0
124371,89977,prior,12,3,8,18.0
2435747,89977,prior,13,5,11,30.0
1665035,89977,prior,14,4,12,6.0
1283862,89977,prior,15,4,9,7.0
453130,89977,prior,16,5,7,1.0
1134264,89977,prior,17,1,11,3.0
2962685,89977,prior,18,1,7,7.0
2951,89977,prior,19,5,7,4.0
2461002,89977,prior,20,5,15,7.0
373150,89977,prior,21,6,12,1.0
1444472,89977,prior,22,6,14,0.0
843377,89977,prior,23,6,17,7.0
3263140,89977,prior,24,0,12,8.0
386588,89977,prior,25,5,19,5.0
1782980,89977,prior,26,1,9,3.0
845361,89977,prior,27,3,17,2.0
484495,89977,prior,28,0,10,4.0
2769484,89977,prior,29,0,19,0.0
652152,89977,prior,30,5,18,5.0
601015,89977,prior,31,4,9,13.0
210624,89977,prior,32,2,18,5.0
1211516,89977,prior,33,6,18,4.0
1734413,89977,prior,34,0,12,1.0
2969581,89977,prior,35,6,15,6.0
951237,89977,prior,36,5,11,6.0
3261642,89977,prior,37,1,18,3.0
1710078,89977,prior,38,1,18,0.0
1475547,89977,prior,39,5,13,4.0
1378728,89977,prior,40,3,13,5.0
2779943,89977,train,41,5,14,9.0
2566166,90011,prior,1,0,15,
1848475,90011,prior,2,0,17,30.0
1001291,90011,prior,3,0,10,30.0
2230153,90011,test,4,0,23,30.0
1330342,90198,prior,1,6,13,
255713,90198,prior,2,4,9,5.0
70107,90198,prior,3,2,17,5.0
245496,90198,prior,4,2,9,7.0
2920575,90198,prior,5,1,15,13.0
1576232,90198,prior,6,6,9,12.0
2781147,90198,prior,7,3,18,18.0
779856,90198,prior,8,0,17,25.0
2627708,90198,prior,9,2,17,2.0
675794,90198,prior,10,3,22,1.0
2890524,90198,prior,11,4,16,8.0
2374932,90198,prior,12,6,19,2.0
1245071,90198,prior,13,3,21,4.0
1341679,90198,prior,14,0,11,4.0
18355,90198,prior,15,3,13,3.0
1623299,90198,prior,16,5,12,9.0
2380792,90198,prior,17,4,11,6.0
1899586,90198,prior,18,6,13,9.0
2268246,90198,prior,19,1,15,9.0
2720243,90198,prior,20,0,11,13.0
201344,90198,prior,21,5,10,5.0
1271930,90198,prior,22,0,11,9.0
553867,90198,prior,23,1,13,1.0
1623408,90198,prior,24,6,9,12.0
1853618,90198,prior,25,1,11,2.0
532111,90198,prior,26,6,11,5.0
1423758,90198,prior,27,3,12,25.0
3330679,90198,prior,28,0,15,4.0
176494,90198,prior,29,4,14,4.0
574297,90198,prior,30,3,22,6.0
13685,90198,prior,31,3,22,7.0
3263441,90198,prior,32,5,20,9.0
1190581,90198,prior,33,4,15,6.0
869300,90198,prior,34,3,9,6.0
2343264,90198,prior,35,6,22,3.0
2923232,90198,prior,36,4,15,5.0
2001207,90198,prior,37,3,17,6.0
712967,90198,prior,38,6,17,3.0
428301,90198,prior,39,5,10,6.0
1435478,90198,prior,40,3,15,5.0
3046583,90198,prior,41,2,22,6.0
771107,90198,train,42,3,21,8.0
3264574,90640,prior,1,0,10,
2838255,90640,prior,2,4,15,30.0
2617184,90640,prior,3,4,16,30.0
3396880,90640,prior,4,1,15,25.0
1827456,90640,prior,5,6,12,26.0
2847863,90640,train,6,3,13,30.0
2824965,90755,prior,1,1,16,
3013960,90755,prior,2,5,16,25.0
1837885,90755,prior,3,6,16,8.0
2295609,90755,prior,4,6,13,7.0
1236711,90755,prior,5,6,10,14.0
2464102,90755,prior,6,4,10,19.0
737834,90755,prior,7,6,7,23.0
2808249,90755,prior,8,5,13,6.0
2490560,90755,prior,9,6,8,22.0
3231445,90755,prior,10,4,16,30.0
1969151,90755,prior,11,0,15,17.0
3405636,90755,train,12,1,8,30.0
1165538,90793,prior,1,1,15,
1104765,90793,prior,2,0,16,30.0
659906,90793,prior,3,0,16,30.0
2385251,90793,train,4,0,15,7.0
550954,91188,prior,1,4,9,
706337,91188,prior,2,1,9,25.0
2661034,91188,prior,3,0,9,30.0
149534,91188,prior,4,4,15,30.0
2277569,91188,prior,5,1,10,18.0
2539301,91188,prior,6,6,14,30.0
722415,91188,prior,7,3,11,30.0
1342376,91188,prior,8,5,9,23.0
2480118,91188,prior,9,1,13,3.0
2742277,91188,prior,10,4,17,30.0
635178,91188,prior,11,2,9,5.0
824528,91188,prior,12,6,12,18.0
2801311,91188,prior,13,4,19,19.0
174345,91188,prior,14,2,19,5.0
2389036,91188,prior,15,1,20,6.0
2669060,91188,prior,16,0,16,6.0
2158733,91188,prior,17,4,19,4.0
984344,91188,prior,18,4,19,0.0
1756720,91188,prior,19,1,17,4.0
1893811,91188,prior,20,5,22,4.0
294342,91188,prior,21,3,14,5.0
3309856,91188,prior,22,4,12,8.0
1683084,91188,prior,23,2,11,5.0
1841082,91188,train,24,5,17,3.0
317941,91510,prior,1,1,7,
3005516,91510,prior,2,6,11,5.0
131842,91510,prior,3,2,9,3.0
930556,91510,prior,4,1,11,30.0
103745,91510,prior,5,2,12,22.0
3255611,91510,prior,6,0,22,19.0
3130649,91510,prior,7,1,15,30.0
1057823,91510,prior,8,6,10,19.0
624280,91510,prior,9,6,14,0.0
220226,91510,prior,10,1,10,9.0
894040,91510,prior,11,1,8,14.0
2469277,91510,prior,12,4,9,17.0
523047,91510,prior,13,3,10,30.0
1832487,91510,test,14,3,10,21.0
2689703,91535,prior,1,6,13,
403409,91535,prior,2,6,17,21.0
891510,91535,prior,3,2,16,3.0
283519,91535,prior,4,5,12,30.0
1585252,91535,prior,5,6,8,15.0
527358,91535,prior,6,6,15,30.0
3380455,91535,prior,7,6,16,14.0
1537311,91535,prior,8,3,15,4.0
3390189,91535,prior,9,1,13,30.0
864427,91535,prior,10,5,10,30.0
1102158,91535,train,11,2,7,25.0
1320887,91599,prior,1,2,16,
270707,91599,prior,2,4,13,30.0
2595833,91599,prior,3,3,14,30.0
3120768,91599,prior,4,3,13,30.0
111877,91599,prior,5,4,13,15.0
1500513,91599,prior,6,2,9,26.0
3074868,91599,train,7,0,20,5.0
2198373,91804,prior,1,4,23,
2355091,91804,prior,2,1,16,4.0
1607324,91804,prior,3,1,16,7.0
2239119,91804,prior,4,3,11,9.0
1183824,91804,test,5,6,10,3.0
779822,91870,prior,1,2,21,
1427347,91870,prior,2,1,20,30.0
140202,91870,prior,3,2,20,30.0
2533714,91870,prior,4,3,14,22.0
2225173,91870,train,5,4,14,22.0
2156017,92087,prior,1,1,13,
2843615,92087,prior,2,5,18,30.0
2546278,92087,prior,3,1,14,3.0
1320355,92087,prior,4,5,18,4.0
2125774,92087,prior,5,1,15,17.0
159783,92087,prior,6,1,11,7.0
1250313,92087,prior,7,6,17,12.0
1973837,92087,prior,8,1,14,16.0
3130522,92087,prior,9,2,9,15.0
2706931,92087,prior,10,4,12,16.0
1614149,92087,prior,11,0,16,24.0
1088038,92087,prior,12,3,9,3.0
35194,92087,prior,13,5,9,9.0
1962021,92087,prior,14,0,13,23.0
1402785,92087,prior,15,6,13,30.0
1417130,92087,test,16,0,16,30.0
480653,92109,prior,1,4,21,
2247174,92109,prior,2,0,19,17.0
95790,92109,prior,3,6,9,6.0
3395113,92109,prior,4,4,20,12.0
1294516,92109,prior,5,6,9,9.0
1170809,92109,prior,6,4,7,5.0
2881353,92109,prior,7,0,15,3.0
1212777,92109,prior,8,6,13,6.0
504705,92109,prior,9,0,13,1.0
54068,92109,prior,10,5,19,5.0
1523624,92109,prior,11,3,8,12.0
877346,92109,prior,12,6,8,10.0
1814959,92109,prior,13,5,7,6.0
2727981,92109,prior,14,5,15,7.0
1834512,92109,prior,15,5,17,0.0
3397139,92109,prior,16,0,8,2.0
958243,92109,prior,17,4,18,11.0
1946122,92109,prior,18,4,18,0.0
794726,92109,prior,19,3,8,6.0
1227322,92109,prior,20,0,13,11.0
1924200,92109,prior,21,3,18,3.0
952682,92109,prior,22,6,8,3.0
397865,92109,prior,23,2,19,3.0
2291393,92109,prior,24,3,14,29.0
991890,92109,prior,25,4,19,30.0
1987010,92109,prior,26,0,12,3.0
585456,92109,prior,27,2,1,16.0
1037838,92109,prior,28,5,5,3.0
2272355,92109,prior,29,5,20,0.0
3264145,92109,prior,30,2,17,4.0
1276604,92109,prior,31,5,6,17.0
3127581,92109,train,32,0,7,2.0
828567,92180,prior,1,3,16,
1426932,92180,prior,2,5,12,2.0
843323,92180,prior,3,3,12,30.0
804065,92180,test,4,6,13,30.0
163431,92592,prior,1,0,10,
1327907,92592,prior,2,0,21,30.0
1679756,92592,prior,3,5,11,26.0
493020,92592,prior,4,5,14,14.0
683236,92592,train,5,4,18,6.0
2428407,93607,prior,1,1,16,
328347,93607,prior,2,2,15,15.0
2547499,93607,prior,3,2,16,14.0
319953,93607,prior,4,3,13,29.0
2533445,93607,prior,5,1,10,12.0
1629330,93607,prior,6,5,9,4.0
1482666,93607,prior,7,2,13,4.0
1108742,93607,prior,8,3,10,30.0
1974384,93607,prior,9,4,16,30.0
2440297,93607,train,10,1,11,18.0
2238107,93637,prior,1,5,21,
2121378,93637,prior,2,2,9,30.0
2932315,93637,prior,3,0,16,30.0
3312436,93637,prior,4,5,21,30.0
1800340,93637,prior,5,5,22,0.0
849862,93637,prior,6,5,22,0.0
3397267,93637,train,7,6,14,22.0
3033313,93744,prior,1,1,15,
2571422,93744,prior,2,1,14,7.0
1500315,93744,prior,3,1,15,7.0
1940885,93744,prior,4,1,9,7.0
963371,93744,prior,5,6,8,30.0
3292998,93744,prior,6,1,14,9.0
2068187,93744,prior,7,0,14,6.0
2802617,93744,prior,8,0,12,7.0
1290789,93744,prior,9,1,14,22.0
2682882,93744,prior,10,1,14,14.0
3197195,93744,prior,11,2,13,8.0
775026,93744,prior,12,1,13,6.0
1543036,93744,prior,13,2,12,15.0
2724334,93744,prior,14,1,14,6.0
2080774,93744,prior,15,3,15,16.0
2144021,93744,prior,16,1,16,5.0
3285698,93744,prior,17,1,11,7.0
167339,93744,prior,18,2,12,22.0
991451,93744,prior,19,1,15,13.0
181642,93744,prior,20,0,18,6.0
1713181,93744,prior,21,5,14,5.0
1708629,93744,prior,22,1,15,30.0
2707137,93744,prior,23,2,11,15.0
2201664,93744,prior,24,0,18,30.0
3013219,93744,prior,25,2,11,9.0
2410143,93744,prior,26,1,15,6.0
1467393,93744,prior,27,1,16,7.0
876472,93744,prior,28,1,13,14.0
1407391,93744,prior,29,0,18,6.0
438769,93744,test,30,4,20,4.0
2111977,93773,prior,1,4,12,
2052596,93773,prior,2,4,10,21.0
1150704,93773,prior,3,4,16,14.0
1367752,93773,prior,4,4,22,30.0
1339298,93773,prior,5,4,0,7.0
2260437,93773,prior,6,3,11,30.0
956433,93773,prior,7,3,11,0.0
1611712,93773,test,8,4,12,22.0
606570,93842,prior,1,0,9,
989136,93842,prior,2,6,13,6.0
430196,93842,prior,3,0,10,8.0
2898486,93842,prior,4,0,9,7.0
9950,93842,prior,5,0,10,7.0
168889,93842,prior,6,0,13,30.0
2592891,93842,prior,7,6,15,27.0
62307,93842,prior,8,6,11,14.0
2437711,93842,prior,9,0,10,15.0
1403364,93842,train,10,6,15,6.0
1293397,94070,prior,1,2,14,
1118160,94070,prior,2,5,12,10.0
1005531,94070,prior,3,5,13,0.0
670727,94070,prior,4,2,16,4.0
20153,94070,prior,5,2,10,30.0
2525576,94070,prior,6,4,12,23.0
249763,94070,prior,7,3,15,20.0
2356685,94070,prior,8,4,16,30.0
2427750,94070,prior,9,3,15,30.0
168971,94070,prior,10,2,14,13.0
775516,94070,train,11,4,17,30.0
3235579,94459,prior,1,3,22,
2464792,94459,prior,2,0,14,11.0
1701465,94459,prior,3,3,22,10.0
16268,94459,prior,4,1,14,5.0
1729355,94459,prior,5,4,18,10.0
294940,94459,prior,6,0,14,10.0
3030405,94459,prior,7,0,17,14.0
1222789,94459,train,8,0,23,14.0
2341482,94520,prior,1,1,16,
2266117,94520,prior,2,0,7,30.0
2675848,94520,prior,3,0,19,7.0
157552,94520,prior,4,4,11,18.0
2824123,94520,prior,5,3,19,20.0
99681,94520,prior,6,3,22,7.0
911521,94520,prior,7,5,19,9.0
2319348,94520,prior,8,6,14,22.0
1312063,94520,train,9,6,9,30.0
1329027,94540,prior,1,0,15,
95791,94540,prior,2,0,17,21.0
1486889,94540,prior,3,0,13,7.0
231314,94540,prior,4,3,10,10.0
42638,94540,prior,5,2,9,13.0
2805502,94540,prior,6,1,8,13.0
735844,94540,prior,7,1,8,7.0
841403,94540,prior,8,2,14,22.0
3229315,94540,prior,9,2,21,7.0
2168313,94540,prior,10,0,17,19.0
2551178,94540,prior,11,0,16,14.0
862845,94540,prior,12,6,11,20.0
2531603,94540,prior,13,6,11,14.0
1054039,94540,prior,14,4,13,5.0
1005563,94540,prior,15,1,9,4.0
1406667,94540,prior,16,6,20,5.0
3161509,94540,prior,17,6,23,7.0
2146364,94540,train,18,6,15,7.0
152367,94967,prior,1,2,16,
3157530,94967,prior,2,1,19,30.0
1279743,94967,prior,3,2,20,15.0
1659737,94967,prior,4,6,18,18.0
3043646,94967,prior,5,4,19,12.0
1032848,94967,prior,6,1,21,25.0
89396,94967,prior,7,6,13,5.0
811376,94967,prior,8,3,17,11.0
141779,94967,prior,9,4,12,1.0
1464831,94967,prior,10,1,15,11.0
3298496,94967,prior,11,5,16,4.0
2171504,94967,prior,12,5,10,7.0
2135764,94967,prior,13,3,11,12.0
2524367,94967,prior,14,3,20,0.0
3365362,94967,prior,15,1,12,12.0
2481365,94967,prior,16,3,16,2.0
1144637,94967,prior,17,3,17,7.0
82817,94967,prior,18,1,13,5.0
732244,94967,prior,19,6,21,5.0
1574590,94967,prior,20,1,14,2.0
2759558,94967,prior,21,1,17,21.0
2923866,94967,prior,22,1,21,0.0
256779,94967,prior,23,1,13,30.0
2584385,94967,prior,24,3,12,2.0
1917759,94967,prior,25,5,15,9.0
454700,94967,prior,26,3,10,19.0
2291569,94967,prior,27,3,19,7.0
2725581,94967,prior,28,1,16,5.0
325685,94967,prior,29,5,20,4.0
1269575,94967,prior,30,3,20,19.0
2620435,94967,prior,31,3,11,7.0
1158325,94967,prior,32,5,11,2.0
3228891,94967,prior,33,5,11,7.0
2781081,94967,prior,34,3,11,12.0
1246498,94967,test,35,3,15,0.0
2964044,95009,prior,1,3,13,
1748453,95009,prior,2,5,16,23.0
2374599,95009,prior,3,3,13,5.0
657241,95009,prior,4,2,13,20.0
9160,95009,prior,5,4,9,16.0
2665138,95009,prior,6,2,9,5.0
3222386,95009,prior,7,3,9,15.0
1945712,95009,prior,8,5,9,9.0
1176702,95009,prior,9,2,8,25.0
2608148,95009,prior,10,2,16,14.0
2283668,95009,prior,11,4,11,23.0
1042773,95009,prior,12,4,11,7.0
3167468,95009,prior,13,4,13,7.0
544958,95009,prior,14,4,13,14.0
1195366,95009,prior,15,1,21,11.0
1028979,95009,prior,16,4,14,3.0
3023876,95009,prior,17,3,12,13.0
2620033,95009,prior,18,1,10,12.0
1644938,95009,prior,19,3,8,9.0
1220842,95009,prior,20,4,15,8.0
197110,95009,prior,21,3,9,6.0
3155242,95009,prior,22,2,9,6.0
1614798,95009,prior,23,5,13,3.0
448198,95009,prior,24,1,9,10.0
1185520,95009,prior,25,4,11,3.0
2050535,95009,prior,26,3,9,20.0
2540525,95009,prior,27,1,10,19.0
969949,95009,prior,28,1,12,14.0
602533,95009,prior,29,1,9,7.0
1956076,95009,prior,30,2,9,8.0
1368095,95009,prior,31,5,14,3.0
1394372,95009,prior,32,2,9,4.0
642029,95009,test,33,1,9,13.0
603458,95409,prior,1,4,10,
1045831,95409,prior,2,4,12,14.0
1417850,95409,prior,3,4,13,21.0
465386,95409,prior,4,3,10,30.0
2385132,95409,prior,5,2,17,6.0
2638914,95409,prior,6,5,15,3.0
1684318,95409,prior,7,1,10,17.0
1916196,95409,prior,8,3,20,2.0
2874120,95409,prior,9,0,15,4.0
274582,95409,prior,10,1,13,1.0
1323391,95409,prior,11,3,10,2.0
396240,95409,prior,12,3,10,14.0
884392,95409,prior,13,0,13,4.0
803231,95409,prior,14,4,13,11.0
2715870,95409,prior,15,5,7,30.0
2237906,95409,prior,16,4,21,6.0
1401834,95409,prior,17,3,11,6.0
2548710,95409,prior,18,0,21,4.0
3145000,95409,prior,19,4,16,11.0
2620120,95409,train,20,3,10,6.0
1586887,95602,prior,1,1,10,
2121937,95602,prior,2,1,15,14.0
54066,95602,prior,3,1,12,7.0
1490989,95602,prior,4,3,17,16.0
843632,95602,prior,5,1,12,5.0
3420872,95602,prior,6,1,22,14.0
2547804,95602,prior,7,1,15,7.0
246384,95602,prior,8,3,11,16.0
3058419,95602,prior,9,4,8,8.0
2022217,95602,prior,10,3,11,13.0
112371,95602,prior,11,5,19,9.0
845821,95602,prior,12,6,23,15.0
96132,95602,prior,13,6,18,14.0
2772930,95602,prior,14,6,22,14.0
736142,95602,prior,15,3,16,18.0
1620477,95602,prior,16,0,12,25.0
1885474,95602,prior,17,1,15,30.0
1706582,95602,prior,18,0,20,20.0
3043446,95602,prior,19,0,16,7.0
627802,95602,prior,20,0,11,21.0
3192125,95602,prior,21,1,13,8.0
458192,95602,prior,22,2,14,1.0
1337393,95602,prior,23,6,11,30.0
395518,95602,prior,24,0,12,1.0
521171,95602,train,25,6,15,27.0
2891192,95764,prior,1,3,9,
1335384,95764,prior,2,0,6,30.0
2541744,95764,prior,3,0,6,0.0
3244269,95764,prior,4,3,11,3.0
39374,95764,prior,5,0,12,4.0
2042964,95764,prior,6,1,12,30.0
2508070,95764,prior,7,5,15,4.0
669711,95764,prior,8,5,16,7.0
1722433,95764,prior,9,1,14,30.0
1458450,95764,prior,10,5,11,4.0
982386,95764,prior,11,5,12,14.0
995131,95764,train,12,0,11,30.0
3241589,95797,prior,1,1,16,
2557692,95797,prior,2,1,15,14.0
618626,95797,prior,3,6,11,19.0
2031442,95797,prior,4,0,16,30.0
1491836,95797,prior,5,1,14,15.0
2276942,95797,train,6,2,22,30.0
2468427,95903,prior,1,0,14,
1154903,95903,prior,2,0,11,7.0
158303,95903,prior,3,0,12,7.0
3253393,95903,test,4,0,16,21.0
1925035,96026,prior,1,5,9,
399247,96026,prior,2,1,10,3.0
2244511,96026,prior,3,2,0,15.0
2456992,96026,prior,4,5,11,3.0
1045435,96026,prior,5,5,10,7.0
100828,96026,prior,6,5,11,28.0
2987104,96026,prior,7,1,8,3.0
3301627,96026,prior,8,3,18,23.0
1376367,96026,prior,9,3,18,0.0
2287172,96026,prior,10,5,10,2.0
997163,96026,prior,11,5,14,14.0
3336272,96026,prior,12,1,17,17.0
3247520,96026,prior,13,1,8,7.0
2672433,96026,prior,14,2,15,1.0
2981362,96026,prior,15,5,14,3.0
2308820,96026,prior,16,1,11,10.0
920707,96026,prior,17,2,11,8.0
3232445,96026,prior,18,1,20,6.0
2986411,96026,prior,19,6,20,30.0
2937760,96026,prior,20,6,12,14.0
292152,96026,prior,21,3,10,11.0
590636,96026,prior,22,2,12,6.0
2385513,96026,prior,23,6,11,4.0
3280889,96026,prior,24,4,7,30.0
1147275,96026,prior,25,5,15,8.0
2161499,96026,prior,26,0,12,16.0
1227553,96026,prior,27,6,9,6.0
2677302,96026,prior,28,3,5,11.0
1072452,96026,prior,29,5,10,2.0
3400597,96026,prior,30,5,4,14.0
3028025,96026,prior,31,5,13,14.0
1456469,96026,train,32,5,8,7.0
2606604,96189,prior,1,6,9,
1213315,96189,prior,2,2,16,30.0
45006,96189,prior,3,0,12,12.0
1395026,96189,prior,4,6,12,13.0
2872055,96189,prior,5,5,22,30.0
1562855,96189,prior,6,5,22,30.0
3364686,96189,prior,7,6,10,30.0
1671303,96189,prior,8,2,13,30.0
1590608,96189,prior,9,0,10,5.0
2543215,96189,test,10,1,22,30.0
2725825,96485,prior,1,2,9,
1406093,96485,prior,2,3,9,29.0
1263635,96485,prior,3,1,14,30.0
120954,96485,prior,4,5,10,25.0
2430104,96485,train,5,3,10,5.0
1637529,96633,prior,1,3,23,
709018,96633,prior,2,4,19,30.0
576039,96633,prior,3,4,9,30.0
30241,96633,train,4,4,13,7.0
2974449,96744,prior,1,4,13,
371379,96744,prior,2,2,13,26.0
1739706,96744,prior,3,0,21,12.0
929248,96744,prior,4,2,21,30.0
1930424,96744,prior,5,0,13,5.0
1778443,96744,prior,6,0,15,7.0
658427,96744,prior,7,6,21,13.0
2468603,96744,prior,8,5,12,30.0
2388485,96744,prior,9,5,8,21.0
3094062,96744,prior,10,4,23,6.0
1691401,96744,prior,11,1,9,11.0
2135110,96744,prior,12,4,10,24.0
238256,96744,prior,13,2,14,5.0
605421,96744,train,14,2,13,7.0
1018835,97058,prior,1,0,11,
2374566,97058,prior,2,1,15,8.0
3068096,97058,prior,3,4,9,30.0
350993,97058,prior,4,0,13,3.0
1702841,97058,prior,5,1,15,8.0
243285,97058,prior,6,2,15,30.0
1649953,97058,prior,7,0,13,26.0
912770,97058,prior,8,0,16,14.0
1564813,97058,train,9,0,11,7.0
916730,97105,prior,1,0,18,
3359156,97105,prior,2,2,10,2.0
1779432,97105,prior,3,2,19,14.0
1213476,97105,prior,4,0,17,5.0
2059710,97105,prior,5,6,14,13.0
3188531,97105,prior,6,0,11,30.0
1808024,97105,prior,7,0,11,21.0
2997948,97105,prior,8,0,13,0.0
809993,97105,prior,9,0,19,14.0
2547419,97105,prior,10,0,17,7.0
1842836,97105,prior,11,3,19,3.0
1550950,97105,prior,12,0,17,4.0
1429235,97105,prior,13,2,18,2.0
1233913,97105,prior,14,0,19,5.0
475199,97105,prior,15,0,14,14.0
2016096,97105,prior,16,0,16,0.0
2987820,97105,prior,17,1,20,8.0
112525,97105,prior,18,0,12,6.0
187659,97105,prior,19,0,12,0.0
2629969,97105,train,20,0,13,0.0
3043677,97729,prior,1,3,13,
989719,97729,prior,2,3,13,0.0
692615,97729,prior,3,3,23,0.0
2876234,97729,prior,4,5,10,2.0
2883517,97729,prior,5,6,8,1.0
2651784,97729,prior,6,1,20,2.0
534176,97729,prior,7,2,12,1.0
938210,97729,prior,8,5,12,3.0
1994314,97729,prior,9,3,7,5.0
590058,97729,prior,10,1,23,5.0
3217794,97729,prior,11,0,12,6.0
3419077,97729,prior,12,2,17,2.0
2752853,97729,prior,13,1,19,6.0
1409498,97729,prior,14,3,14,2.0
1987425,97729,prior,15,5,12,2.0
1425578,97729,prior,16,0,21,2.0
855006,97729,prior,17,4,12,4.0
420795,97729,prior,18,4,9,7.0
1555862,97729,prior,19,2,7,5.0
1779501,97729,prior,20,1,9,30.0
3278236,97729,prior,21,3,0,2.0
720608,97729,prior,22,4,17,1.0
1221427,97729,prior,23,1,20,4.0
2992092,97729,prior,24,3,11,2.0
3189279,97729,prior,25,4,14,1.0
1289620,97729,prior,26,2,10,5.0
3163096,97729,prior,27,1,20,6.0
3260500,97729,prior,28,3,11,9.0
1935276,97729,prior,29,2,10,6.0
1181052,97729,prior,30,0,21,5.0
1320327,97729,prior,31,2,17,2.0
838190,97729,prior,32,4,21,2.0
19526,97729,prior,33,1,7,4.0
1502524,97729,prior,34,3,16,2.0
